ids,names,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,monthly_listeners
6sVDWBjob9Qtauu62oz8hG,jessica rivera,5,94,,2000,2022,7,2,732.0
6g7o6V36DTNfW1zsXrYIPZ,robert blair & the fantastic violinaires,8,4278,contemporary gospel,1984,2017,6,1,1055.0
61hFeGvG1dcx6klNQzfVgh,jota jr,0,111,,2018,2023,5,1,165.0
3ujiSSYar8D6iKcecthJNc,rolf zuckowski und seine schweizer freunde,2,27,,-1,-1,0,0,71.0
0d6LeiRYBSV7Al4JP4Bqgg,nhx,0,61,,2003,2008,2,6,27.0
44wcqoxgMaaRSvFC83a5R0,山口ひろみ,10,493,enka,2004,2023,20,5,994.0
49Jb7NSMLFMM3n8M7BNRxN,marty wilde,29,21873,"brill building pop, merseybeat, rock-and-roll",1959,2024,15,2,62157.0
1qePqycnCZfE3DZ9LQUWVS,juan frank,0,0,,2023,2023,1,1,1.0
4iSKnRZAxkmqNok6tv10Se,crazy town,57,509407,"alternative metal, funk metal, nu metal, post-grunge, rap rock",1999,2024,20,3,3136400.0
40E9rJXeyo5CkNNhfUVbNJ,wilson noble,0,64,,-1,-1,0,0,2.0
54iiBQn7FP118DrKByxqFh,silicon brain,6,109,,2001,2015,20,10,682.0
22XQ10FqxreYSl3VbofkFR,dee alexander,5,852,,2009,2014,2,11,556.0
6azddnUPApcv8X112NBwQ3,demencia,0,55,,1999,2022,4,20,26.0
5OgMSh48PsYuyRBMmDwEPY,humming bird,10,1020,mecha,1996,2000,5,2,1623.0
4aZIdmHz7oGMlM9s7pRsux,jorge ibarra,4,30,,-1,-1,0,0,1664.0
5kLzbHcCf9EwkKmuc04zlE,ben allison,15,2403,,2009,2024,17,1,4618.0
7rT5vCRSip37zugzc8KN4i,lee kernaghan,47,141527,"australian country, australian indigenous music",1992,2022,20,1,242936.0
4Mlw3O6Z8b1f5isDub4hTx,onry ozzborn,23,7854,"abstract hip hop, seattle hip hop, underground rap",2006,2023,13,1,15493.0
31YCD1iuFVOIcZD4HpG6Od,前田有紀,1,35,,2000,2002,3,5,80.0
5QGb9o7J9p5xMkjSTgkAsS,phil hanro,3,707,,2020,2023,8,1,612.0
1IDd06bJuSAf2X9W31dhvS,fred hollows,1,19,,1992,1992,1,23,74.0
3Lzhd2CiNCyfTxe1Bt3JrP,zac hurren trio,0,60,australian jazz,2007,2007,1,8,15.0
0qE8A3jG1AJ6pKGV4hqmk7,zulus,0,109,,2012,2015,2,8,13.0
5bVYtdlu0rnBb7UIoZNb3E,black magic fools,6,1633,"gothenburg metal, nordic folk metal",2011,2024,5,4,1551.0
5YnqGEyaSUutsgkw5mvOyX,stefan heidtmann project,0,0,,2010,2010,1,6,3.0
0bEsmwA0Er8BXO78h5yTek,dede suparman,0,2,,2020,2020,1,6,0.0
2OI6dnFoYNm3ZB0fgU2SfZ,spiritczualic enhancement center,5,1049,neo-kraut,2018,2023,11,4,823.0
34LxinR4hpnSBbpdRntAvB,friedrich witt,3,641,"classical era, early romantic era",2005,2013,3,11,454.0
7wcrtrCODZkNbpq1ZYABxs,carey bell,28,19874,"chicago blues, harmonica blues",1969,2018,16,15,44628.0
50FMVJI23wLZuFsHa3nOQq,ellie wyatt,3,34,,2014,2022,3,2,293.0
4gQsGkfdB4uVrNBqo4MhmI,lump,27,23348,folktronica,2018,2023,12,1,34626.0
0n2bQxcfRg7bzRdivB00tP,$ega & the rainbow streets,0,20,,2017,2017,1,11,7.0
1wq4V5dkQz9MTAWiRXI6uy,chabunk,0,141,,2010,2019,14,4,45.0
14stFRB2PwF6QdKNHDdMnh,bye bye badman,26,30441,"k-indie, korean city pop, korean indie rock",2011,2018,9,5,26350.0
7BPsblsOFnvBDMsP5Mv7xR,anything but human,24,1542,,2019,2022,5,1,34920.0
0H1FPpfzxy9HUBMYoIptJp,chris mancini,17,81,,2006,2006,1,15,14259.0
5YLXhjQdVWkWgW3LEojsrh,put3ska,22,21492,"pinoy reggae, pinoy rock",1995,2000,3,11,23955.0
0v6HmgHi0uZKAUoksaC8xV,noble lake,0,36,,2009,2009,1,8,6.0
7jm3wWPdGapsGVD6Pj3LXf,warrego valles,0,78,slovenian indie,-1,-1,0,0,10.0
2gmAnSfc08nvmYxb7057sF,five days and farewell,0,31,,2012,2012,1,4,6.0
4oTjz34rJX4b6lYQ3K5Tgv,northsiderz,16,6268,hip hop quebecois,2015,2015,1,16,2847.0
15yBHw0RtLqrmB5sPn1cz0,syntrax,0,304,,2015,2023,4,1,44.0
7iURZ6msGELD5SZqMqKa7G,martin almgren,25,10530,"melodipop, orebro indie",2015,2023,13,1,31803.0
2vohaabzqQnwZVcY0iAvSz,le vrai ben,1,448,,2009,2009,1,17,199.0
0wSbJfUfDDmDmxOaIteZrs,daisy moon,0,447,bristol electronic,2019,2022,2,4,237.0
32ese02QryCb75wljJ2LLD,the flat five,15,2703,,2016,2020,6,2,8927.0
5AEG63ajney2BoDXi0Vb84,bad company,57,1126673,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, rock, singer-songwriter, soft rock, southern rock",1974,2018,19,21,2214470.0
54siYSqT53F4I8xbygl2iS,no authority,9,2984,,2000,2000,1,11,2723.0
4khDod6dph3ZfuIQUJymuE,the marlenes,3,756,,2015,2023,8,6,130.0
4Wh3BMqj9hjqPpUg6ui15W,green olives,13,185,,1988,1990,7,4,4466.0
7yJMGh19Mw7vukC8cMPTHO,freezie freekie,0,38,nu electro,2004,2004,3,2,15.0
3x2O11OST09HF9T2jMOTjL,yonah,24,538,,2023,2024,3,1,36414.0
53Olns7xS1plQz3mFhk5a2,kalifornia bpr,0,64,,2016,2022,6,6,6.0
49WBtnIs3VA1tHR7jQG1F6,santino le saint,46,92099,"dark r&b, trap soul, uk contemporary r&b",2020,2023,20,1,396010.0
5cB4d4jPYjMT326sjihQ4m,shaan,68,7327233,"filmi, modern bollywood",2014,2024,20,7,11794127.0
5APQ9aJeMRhyiLVbHOHLpu,thick pigeon,8,1390,minimal wave,1984,1991,2,14,2074.0
5keeQyPKYRxUCKDMECTXG3,black uhuru,44,376456,"dub, reggae, roots reggae",1987,2022,20,12,364181.0
5NcFOshn2LGI8nTMqpEm6q,alpana banerjee,5,2645,,1950,2023,9,1,1227.0
7s2jeRzySJ6nxQc811jMUz,sudden creation,0,15,,2015,2021,2,4,4.0
4LX0KCPnH7gvxEbVXqXmAE,molly tuttle,46,83414,"folk, new americana, progressive bluegrass",2017,2023,20,1,395988.0
3jiOHVFdVQjbSDVeC7RgY7,wir sind helden,53,220009,"german pop, german pop rock, german rock",2003,2024,20,6,1317208.0
3Z7rOy408kFtemz2RYP1Hy,štěpán markovič,0,21,,2009,2009,1,6,22.0
2TZdydaKB52XhyyOKRJ7mN,ヒューマンロスト,0,32,,2002,2023,16,3,6.0
6yeRAnvRIpGzxGxQXM2m4t,gilles mercier,0,10,,2003,2003,1,11,11.0
4GkW3hfTCOdalWw1kJOLcD,szymanowski quartet,15,321,string quartet,2006,2017,12,11,8901.0
6tTrTAWyatFDAyOMYmSVMu,iron maidnem,0,21,,-1,-1,0,0,23.0
7zSHQFzTnqpcbrmroB7bvM,colosseum,23,24041,"british jazz, jazz rock, progressive rock, symphonic rock",1970,2023,20,9,14598.0
1C2jmWs0zr0lADO4TfccWG,san francisco taiko dojo,0,87,taiko,2015,2015,1,6,25.0
4OC2ykcgmaj4XepHY1AEYO,aksel & aino,13,1086,,2019,2022,10,3,5643.0
2zNRI69yX7pxydFb4lPBvz,アイリーン・フォーリーン,17,917,classic city pop,-1,-1,0,0,12797.0
0VzFYfDDwb79K5TVr5z0JZ,estampie,27,14580,"medieval, medieval ensemble, medieval folk, rune folk",1994,2016,11,20,39147.0
52VJNosS2vYvIhTPs5HCQb,ft-17,5,1003,french death metal,2016,2022,3,11,501.0
5SiBQxijnMwUGUYG31gZnS,pedro bromfman,34,10545,latin soundtrack,2002,2023,16,1,164807.0
3SJ1KHAjlgeNWl2KxSpyOD,def shepard,1,71,,-1,-1,0,0,0.0
3dQcwX6QWndBLZFp4A1ZjF,open coffins,0,5,,2020,2021,4,1,1.0
6ttFeowpOFB2QvFuVDfjTj,victor lowry tafoya,1,0,,-1,-1,0,0,285.0
0GwebWlVE6A3NuZfeIrigI,familia caamagno,15,3314,"galego, galician rock",2012,2022,8,2,3740.0
5cTOIekpN35mEFm2pLYtBR,reject messiah,0,210,metal ecuatoriano,2016,2020,3,6,36.0
6ManwBDLto2d2jMmGM0Gln,jqt,2,1125,k-pop girl group,2010,2011,2,2,343.0
5SeIkj5eZw7KpNUT3tAij0,prudence dredge,0,22,,-1,-1,0,0,12.0
0YQgFHeOA1YpsBBEKmPvSe,athor,0,1,,-1,-1,0,0,0.0
3f5AVkMtwhIH30wyfmU0XK,adetola,9,1354,,2016,2023,8,1,3072.0
7vYORA7GvH3UbDMbMWw4dR,chris page,3,238,,2003,2024,20,1,80.0
0UYmbRVQb7fJWf82SS9M0z,coro da camera hebel,0,157,,2020,2020,2,4,77.0
0oaOc1sdr4AeSzqL8w5ndo,michael endres,52,1438,"classical piano, german classical piano",1995,2018,20,59,847205.0
7mNNpagPwV3xIqNBcxPQQq,falinox,0,113,neurostep,2011,2011,1,2,38.0
55F2k3tZbUs6z5w92hog38,opium jukebox,1,401,,2000,2007,4,9,186.0
6ENPa56qolXflGmVbDj1NX,frank ellrich,1,83,hard trance,2004,2017,3,2,291.0
3Ek1EdkcbRFvSDJj9j5JXQ,the baseballs,44,229874,neo-rockabilly,2010,2023,20,1,279574.0
5ICJfzuS1yrSSBuuAwVpHK,the pozers,0,79,,1995,2023,6,20,57.0
0sDjEOkd92MdOAeaSFS3Na,san martín vampire,6,1588,pop electronico,2020,2021,5,1,629.0
4YvUQxGR9IHSR16q1eVHEz,marra kesh,21,228,,2020,2023,6,2,17200.0
5ZFUMOLRrLkEKTWo4WqKg4,digicide,0,29,spacegrunge,2013,2013,1,10,29.0
02qHcQfJCm2XlAnaJ5a6Rh,2scratch,54,213574,traprun,2021,2024,20,1,833987.0
3LM0T4GLVcJvGMGDbxyrLE,rilla,28,7222,german underground rap,2019,2024,20,1,13849.0
2OxCR40zI5v9EsqxKbSuCL,dj lucifer,11,203,,1998,1999,2,4,3442.0
1Zd2jFygzaM9fyijiieSI7,anna & elizabeth,28,12321,modern old-time,2012,2018,6,2,44143.0
7oSP9Xcr14YEdKoSHaO1d3,r_onair,0,0,,2022,2022,1,1,11.0
15cMmF9Ggb6Se9Vs4zorcK,william beeloo,0,4,,1997,2011,2,2,2.0
4J7balUQO0DP91cLQNf31M,willie logan,2,165,,1996,2023,20,16,335.0
4c9NYYIAGKWqPDTkoVnGr7,paul buchanan,36,13923,"melancholia, scottish singer-songwriter, solo wave",2012,2020,3,14,80331.0
4axjIl2fLU1xnDsC1NB3yI,soundprank,22,7001,"progressive house, progressive trance, progressive trance house",2011,2017,20,2,23935.0
6WIW9ZanoEUK2wEFkvtlDK,jimmie vaughan trio,3,676,,2018,2018,1,8,450.0
6xxztayxMBX9LvQAWbKEe6,tim crooks,24,96,,2016,2016,1,20,12050.0
4engb0rI8KgNAqAoC15iU6,hagra,0,43,,2020,2020,2,1,6.0
19ctSwvdkCqcuaTkGi5ZJi,flat top trio,0,13,,2012,2012,1,13,10.0
2GFB1Lc67mbqFXTPCM9XzT,cornelius brothers & sister rose,42,23590,classic soul,1996,2008,3,2,425905.0
57EtOwLZtvYzkKr7dFeWJ9,edwin schimscheimer,0,54,,1995,2021,5,2,38.0
4IMXOKPQUHd9m4MfdFetSU,hinagiku.,0,134,,2021,2022,2,4,18.0
71oonoDczgsf0y7fDFrmqy,hurricane heart attacks,3,1802,psych gaze,2012,2019,4,13,312.0
1q0xfjbIeyrypBFsdyCiTv,water colour,0,2,,-1,-1,0,0,4.0
22EJkuvSQHaAtTpRfJCE3v,patrick chardronnet,11,2975,melodic techno,2005,2022,20,3,5172.0
7iBY1RLWDV5zX9NDNQxurm,tabitha,54,131102,"dutch pop, dutch rap pop",2018,2023,20,1,1072597.0
5wYcbpyGZGlUOiNpbLWZTo,das paradies,36,13373,"german indie, leipzig indie",2017,2022,15,2,144919.0
1m0sDZRJzrmp5sqEIt01Jc,aura blaze,2,1154,,2015,2023,10,1,396.0
7qtubK9xEI56XRpNfSbrdO,the witches,27,8865,"classic israeli pop, israeli rock",1994,1999,4,12,27717.0
0T45W7RJQUMIgR3M4U69ok,moonshee,0,57,,2011,2012,5,2,14.0
0mQrna1ecAw9h40iH5uSks,octaviagrace,14,8787,"japanese power metal, kawaii metal",2016,2023,8,5,3691.0
11z611FJKQgzj69kVgxbS5,gordon kerry,0,43,australian classical,2002,2004,2,18,59.0
1TDNE92kRXL4d7E9aUufH9,bouquet,3,298,,2022,2023,2,1,226.0
0tCEFTXgPWaQQCXYWccyrl,single double,0,44,,2020,2020,1,8,3.0
5nrmuhl0AXvSLeoZgB3Tmr,zaoui,42,17020,french pop,2022,2023,5,1,194789.0
3rYTbf1KoWmW1fpqRlV9lO,今剣,13,229,shonen,-1,-1,0,0,3827.0
4ZqBlZ0SqiRAOnaVZxcWgE,et cetera,1,435,prog quebec,1976,1976,1,7,178.0
6mAUTYCdHiL4xCTZDRHtIO,claus fovea,0,91,,2021,2021,1,9,104.0
19K9jahTfkbs4l8oOEddZw,butter betts,0,18,,-1,-1,0,0,12.0
46JpdBeitfoEleoCabDawH,rainz,11,65489,"k-pop, k-pop boy group",2017,2018,5,6,4189.0
1dkvaiA5WfFxlXw1IsTPFL,hewar,2,491,arabic jazz,2005,2012,3,8,372.0
1tp0gDCqN0byzJbWtWNGS5,turtle ramblers,0,29,,-1,-1,0,0,8.0
37mtx80nMDETlbsq2eFCzc,fleur east,42,207964,"talent show, uk pop",2015,2023,15,1,439500.0
20MLuMboMWWY3FMB9qaIzs,f-systems,0,34,,2015,2015,1,11,51.0
3FTfv1zQWZMKZFXwfCnwbn,nesles,7,172,,2006,2021,8,4,113.0
6mXzt1rmV4L2zXjI9AcxK8,mudcat jones,0,15,,-1,-1,0,0,7.0
2dhGPk8vSfyz28YKA2yC5w,the eclectic moniker,8,5425,danish indie pop,2012,2016,3,12,2046.0
1zFGR4NaBbCDBGwifPKGfM,tomb mold,29,47124,"canadian death metal, cavernous death metal, cosmic death metal, new wave of osdm, voidgrind",2017,2023,12,1,29189.0
00yj1qXeqkvZWy1QSmC4Gy,veslefrekk,0,57,,1994,2004,2,14,20.0
0QUhg63XozbVY0IHKVuO2k,thomas elbern,0,8,,-1,-1,0,0,8.0
6xTRrO1neFsGA1URJdG7BL,infinite me,0,960,minneapolis indie,2017,2017,1,6,91.0
2cc1Phkb1W5AvZvteumF6P,dj w!ld,9,3162,minimal tech house,2011,2024,20,4,3243.0
1N9Xy6x2jTaxMU75aFshoq,tom frager,44,35696,french pop,2005,2023,13,1,597594.0
7urhybBC4ni1nnpJbod4l3,phylums,0,155,milwaukee indie,2015,2015,1,12,18.0
5PIWabZPdU3YWRMbvD5nQJ,effie,26,10265,korean hyperpop,2020,2023,9,1,12067.0
1fOkfkZ2sHdK1ZoupvrZCM,stella maessen,0,4,,2024,2024,1,1,6.0
2sSGPbdZJkaSE2AbcGOACx,the marías,70,1186415,"bedroom pop, la indie",2017,2024,15,6,9337475.0
16YKDbA1ueHjnWfJsvs1RI,wayne kounty,0,0,,-1,-1,0,0,5.0
7xRq8rgrNUeACboFXK9UCL,bart van de roer,0,1,,-1,-1,0,0,4.0
5S5KQWX2RG5nsYHgSFiCvy,reg hall,2,10,,-1,-1,0,0,50.0
7kVpfiB02akXduaHBkrYoW,orchester horst kaizler,0,0,,-1,-1,0,0,1.0
6ISRTIzRuBM6FGMDCfP9GZ,maison du malheur,3,1127,,2013,2015,4,1,452.0
2KpKOR8fC9It4j66gbW6ZN,chop da hookman,1,32,,-1,-1,0,0,47.0
5vvuIiiGA2sdsrO9lO9vS4,sounds of liberty,13,75,,2021,2024,4,1,348.0
2QiEDpVydqnqJpndu5bPoj,claustrophobia,0,11,,2023,2024,5,1,10.0
1AIWKp6rFXWTtg9n2BsrZX,mordhell,1,850,polish black metal,2011,2011,1,13,166.0
04HqRx07Bv9gh7rsrMTqs7,miss li,59,282493,"classic swedish pop, swedish pop",2006,2024,20,1,1683871.0
6PcC6VtDurdhu8MoIhwrIF,indah dewi pertiwi,32,114629,indonesian pop,2010,2023,10,1,139512.0
2uBR4Yh27WB4rn7t3c4uCX,erika lundmoen,56,122911,"russian alt pop, zhenskiy rep",2018,2023,20,1,1649500.0
7lkKf04kzD89uQuBcTdcBF,solemn ceremony,0,59,,2018,2022,3,4,11.0
06p5HheBZAp0BauPawZgS0,hartwig eschenburg,5,13,,1990,1990,1,20,341.0
1kBDevRmkaEhbge5YIhJ4k,all is beta,0,8,,2013,2013,1,1,0.0
6i1OfpuILQaPhYzlNx5yBc,new orleans university glee club,0,18,glee club,2015,2015,1,2,11.0
2Jvy1jwt8gb7xFBmUrUdSs,....,0,71,,2013,2013,1,5,1.0
6FykhTeOLBHnlnYOIeLkJo,controlled insanity,0,18,,2020,2022,4,6,2.0
2ci4sMz0z9U5l4crPDb4Us,the diggity dudes,0,50,kids hip hop,2010,2012,3,1,98.0
16Ii8doS5rtUzLX0KU8kVt,mildred miller,2,140,,2008,2021,7,64,242.0
4C8lEDj85NWxS4MNCpyp9e,fia fiell,6,898,australian ambient,2016,2022,3,5,1709.0
4GDQve2gu5EObSXCqj8xIY,joe sullivan,8,423,stride,1954,2021,15,4,2086.0
6BcbauH9bGSQyyXr8DsYe7,eren lenox,8,879,,2020,2024,11,1,1141.0
0mb9VsFi4Q02ZyCeI5VJfr,gerhild romberger,17,162,classical contralto,2006,2021,7,14,6707.0
2y8BWMcDBDU8wOCXNQ5YWf,909 surprise,0,6,,-1,-1,0,0,6.0
2aDCVsozvx0fx4c6GOGu0G,namnambulu,21,16868,"aggrotech, ebm, futurepop",2016,2022,10,6,10574.0
5iR5IV6Z3bSqeMw4SSMK4G,top ninja,14,905,,2019,2024,18,1,2042.0
7pdF7qSICWn62cCuiZJiSv,marko matvere,14,434,,1995,2004,2,16,3368.0
6ClCb3GJnSW4Q6STdv7VU1,the anti anti supergroup,1,73,,2017,2023,2,6,85.0
74GlFPF7pG1DxHjEfuMLcF,pakita pouco,0,25,,2011,2014,2,5,1.0
4GI3W8M8sSGvc25hHxmYGV,jesús rueda,0,99,spanish contemporary classical,2009,2013,4,36,48.0
1kuI1z1fZOKvLifCPCIRzV,drem@ bl!ss,0,37,,2019,2024,15,1,45.0
33jL232lcWHCMDWg0yk7JK,reverendos of soul,14,378,soulful house,2015,2023,8,4,7162.0
4E6QcuXdYcoKLdH731jtzz,victor haynes,21,4753,smooth soul,1994,2024,14,4,9201.0
3yZaO6PgIjusPe3YV2lY1t,the africans,0,19,,-1,-1,0,0,123.0
0nLebNpnrMNoxgydnz9s74,lac placide,0,3,,2006,2006,1,11,0.0
6gjo9ZKRSyIhnGLpszJm41,guido mancusi,5,15,,1997,2017,3,48,468.0
767k5nEobzMw6tAOZA03mx,himig lipi,6,15,,-1,-1,0,0,0.0
6OhMyggSJBqWooREJ9C5oG,lune très belle,1,87,,2019,2023,6,1,174.0
5PXgZoCjPcqAsZk1ESRudj,jean-rodolphe kars,36,217,french classical piano,2017,2017,1,20,146575.0
5WUAI012FZOmGddyoMJQYM,no quarter,10,1263,fast melodic punk,2010,2024,5,3,1218.0
1goup6fJwQWuGu0mQvwHtR,jennifer smith,20,459,,1978,2022,11,5,10620.0
75I0Ju8oeSEKzG3IitS483,sicknature,29,10790,"flick hop, underground rap",2016,2024,20,1,15496.0
7hkaLWxN3ZmMVTn1qEpPdM,joeyy,49,53938,cloud rap,2021,2024,20,1,166056.0
1wfb72UB5sQSOOqiNQUjwl,damian ukeje,35,2818,,2016,2024,7,1,111347.0
4dbVyku6Jp1VR0WvZRmIuI,janie dee,0,3,,2020,2020,1,1,0.0
45MYCJEVTetzK6k2UeuHv0,choi seo hyun,14,833,,2018,2021,10,3,6809.0
6rXcbLiP2k8WsGAEQ6vR8W,collective dialect,0,24,,2014,2016,4,1,8.0
4oNhbdvNlLeMvuxXeuX6r6,wolde jussila,0,9,,1960,1963,4,4,13.0
7sBoRQ3z4BowgSP2sbs3gz,anthony randall,0,10,,-1,-1,0,0,33.0
6SoUHVP6zuADmNrVwpPaDi,marc-uwe kling,32,35359,liedermacher,2018,2021,5,4,20126.0
6FcDGsWbvLWBx5fGSjX4BZ,frank sultana and the sinister kids,0,86,,2017,2017,1,1,35.0
1epuoN3ahYbs4Ruuyobd35,laucan,9,680,,2016,2024,14,1,2408.0
6YNzHcfGjio4VBJPLTKIDp,petalpusher,11,2506,,-1,-1,0,0,3328.0
1jpj0I5gVvwu9lMmZKvGj4,jaari,0,2,,2022,2022,2,1,0.0
5lJBjbYlr7Ze1kBFeTrkkE,christophe lacouture,0,3,,2000,2000,1,15,10.0
0KQ5TPfvJLop3TY79eYB7z,adrian păunescu,3,434,,2001,2001,1,17,342.0
09RY2XfIPqCEQbfiKfbLUq,robert creeley,0,192,,2000,2000,1,15,159.0
3BdGivzytiHhSHQ7VF58jL,matter mos,38,4503,indonesian hip hop,2019,2024,20,1,85367.0
5ZKa6MinLyc80oxnz17EWR,p-nut,7,20,,2019,2019,1,1,5.0
6IpGCPfdHtfNZwSGihxXSj,matt sweeney,37,6082,alternative country,2005,2021,7,4,97134.0
61Mh2TdtNylCeUzkVNjbuP,ryterband,26,2938,,2020,2024,16,1,32682.0
3LAGhI1hQHripklkQhgSDI,joe stead,1,96,,1974,2009,5,8,181.0
1QLbmgRBifCvhJGFrYRby4,benni benson,1,553,german singer-songwriter,2013,2019,5,1,182.0
0NFb7EzMeIc7fZMsdDjlrf,sokratis malamas,49,154998,"classic greek pop, entehno",2007,2023,20,14,266371.0
71X6iVQOMzyWCDLg6WURpw,rumpel stielchen,0,13,,-1,-1,0,0,56.0
7eWbFrseRms5D5quwPDkm2,audry funk,31,14424,"rap femenino mexicano, rap latina",2012,2024,20,1,65706.0
1N0Fo3jKydGAyz5M7kHwlA,dub mechanics,1,289,,2011,2017,20,1,318.0
4jUXrrEqiE944tU14NsWlr,ozone park,0,45,,2017,2024,2,8,3.0
39kKJ3ngTMVWtlJdOIAv1y,fred field,1,202,jesus movement,1976,1976,1,10,146.0
2F29hO4pFWwtDRyMllEZiD,monotone corrosive,0,3,,-1,-1,0,0,1.0
1WLGlayiDpqOK8doYCiQTa,kayla brianna,15,21879,pop r&b,2012,2023,13,1,9128.0
22LmfxWZ7A3wHWfo1tYlHz,pokus,0,111,,2012,2012,1,3,90.0
7gBMA4zmbG8yMjGe4YyBQ8,species k,7,259,,2016,2017,4,4,2265.0
2d8AdxiXoRv4vTLJL4p1X6,garden on a trampoline,0,6,,2022,2022,7,12,5.0
64Cfqy9sOtfFEQ0OHsGfmR,tim trevor-briscoe,0,5,,2007,2011,2,14,2.0
7tf6lMCZRgvlvma77FvpaS,kristian borregaard,1,26,,1989,1989,1,11,199.0
3oisiXwpUyE9dwaTbWLj8w,シンガンホワイティーズ,0,187,,2021,2021,1,1,134.0
4AezqvIDQWj1t6FMgVz4Wq,myndflame,8,1686,antiviral pop,2008,2022,5,1,2219.0
6F6lawSnwGWWgdXFN7LXO7,the dirty dozen brass band,29,45787,"brass band, new orleans funk, new orleans jazz, second line, street band",1984,2023,15,1,40298.0
43CZx6L41exWiC3ZfM78I1,disco henkie,6,19,,-1,-1,0,0,2164.0
6uSzGrs7SqQSlK3m1LtRnQ,günter lenz springtime,0,8,,1980,1980,1,5,4.0
4jVGLXfmO75MnpujSwud6j,scan tester,1,136,concertina,2009,2009,1,55,148.0
2WIUV9Yg8pVjB4odHkZ1La,chokez,6,684,deep dubstep,2018,2022,4,3,1440.0
4grgK6n5E4Xf2hGzwTjUz6,idubbbz,21,75762,,2017,2017,1,3,23677.0
30CfF1XurRdL0w3YTIxJhi,leon mitchison,1,97,traditional funk,-1,-1,0,0,389.0
4dPAVWxUae0ZCvqqwjkaKK,psygod,0,8,,2020,2020,1,4,1.0
6PZkR4jwBdJwltS8r2JXSj,oui need songs,0,26,,2017,2018,2,4,8.0
1AoAKdKMQHO74hxgnZL6Sn,nico serjanovich,0,123,,2017,2022,5,5,47.0
1c0w1dwf82ss0ZtsGt3FJT,ldoe,0,9,,-1,-1,0,0,23.0
0rIuNX6QOMkEV7yKaSon22,oliver schlolaut,2,61,,2013,2013,2,3,125.0
4HE4Q6DnwHX6uFSw7SVVsR,peter sjardin,5,72,,1966,2019,8,2,943.0
2bszVIaI1VLlysDHNnJ86F,wilk & friends,1,159,,2012,2012,1,16,181.0
4xiRtorOYCTQGqqPZNhkNw,thomas crecquillon,8,384,"franco-flemish school, renaissance",1979,2023,9,1,1657.0
1FX7zVQbylen46zQPyl48C,diapsiquir,9,2671,"avant-garde metal, chaotic black metal, experimental black metal, french black metal, industrial black metal",2005,2016,4,9,753.0
3gXLeeyXoh0rYZ8AUfmKQF,yellow umbrella,18,5271,"euroska, german ska",1999,2024,14,4,8873.0
0xM8WDN844NxZxuKqtone1,nancy kerrigan,0,1,,-1,-1,0,0,15.0
389ksOlEEH9O7J35sXKgPf,damon reel,0,1,,-1,-1,0,0,0.0
5HuEg7KVaSvSYwN9TzAJET,marko bussian,1,17,,2020,2020,1,4,323.0
2DBRjviRrKVLYVECPklDdk,clubmasterz,1,26,,2000,2000,1,2,393.0
6XEaAXPAm6fR6lYFcOBxid,ariel rodz,4,821,,2011,2023,9,4,920.0
6BbkdxfKkcBBTN68VQlG0g,the sunset travelers,0,99,,2002,2004,2,14,137.0
0jsh4KBegcOeEnAcU1Gbsk,rag fair,17,5185,,2001,2009,17,4,4862.0
5z30XoiG1ROl1v0sloEoX4,ali n. askin,17,597,german soundtrack,1998,2023,20,1,11911.0
3EfjEHtmoYHv9maqn43IvQ,golden ivy,12,2895,malmo indie,2014,2023,9,3,3830.0
3rgWgWuQ4D7mR4fAikAY89,catwoman,0,2,,2023,2023,1,1,1.0
24lQbFxphnY8NAnFYZlcYm,john vaughan,0,46,,1976,2014,7,1,48.0
3zlmUDbM9hGjBFGQf2ukkk,blue quarter,0,101,chapman stick,2020,2020,4,6,45.0
0HIiXblDOFPXxkuI35wOMx,a shell in the pit,36,16024,indie game soundtrack,2012,2024,20,1,249195.0
0m4GgVAC2FMks1ikBz8ZTw,satanic funeral,0,191,,2006,2006,1,9,21.0
6mrjJTqMCIDriaLS53A7JD,the mezcal moon,0,3,,2014,2020,3,1,3.0
4xiKNQB2s1gU6VIxAeXLK1,the kinetic,0,24,,2010,2015,6,3,23.0
7gv5MPZxtjXDKkjTH32q9Q,kozeljnik,0,264,serbian metal,2010,2017,3,4,42.0
4E8IDEgvE8oyb5sqvfeTOp,rafael encarnación,4,4789,bachata,-1,-1,0,0,777.0
01LN8twPbhVfBfSYv6il0C,da fucking draw,2,614,,-1,-1,0,0,0.0
47EdA7OHSqK17a9WxgTMzn,infectious,10,344,,2023,2024,15,1,3464.0
0Ul96Fx1G4iHvLfLrW4xcN,str8 g,0,0,,-1,-1,0,0,0.0
6PNB8QgsJhHvHjoylon8yB,brandon valdivia,0,8,,-1,-1,0,0,0.0
7GhpKfdk8b7K2AUFFqiBIJ,disfigured elegance,7,1571,brutal deathcore,2010,2019,2,1,1498.0
3Ru5n2T3JIrjnSZhf2rinv,braden bales,49,79326,singer-songwriter pop,2021,2023,20,1,664007.0
6vRbXTv81jO8AzjhBGo7ue,roy panton,22,782,jamaican ska,2012,2012,1,17,28871.0
6QfTbCmJQxi9NaaON3Bl2C,kevin power,4,11,,2008,2008,5,12,887.0
73VjoFnmF9zFb0UgrfiBs7,sonofdistantearth,0,114,,2014,2023,4,3,28.0
